id,statistic,value,unit,formatted,as_of,topic,confidence,context,primary_source_publisher,primary_source_title,primary_source_url,primary_source_year
hiring-managers-who-encountered-suspecte,Recruiters who spotted candidate deception,91,%,91%,2025,Candidate Trust,reported,"A 2025 Greenhouse survey found 91% of recruiters have spotted candidate deception of some kind, while 65% of hiring managers have caught applicants using AI deceptively (scripts, prompt injections, deepfakes).",Greenhouse,"An AI Trust Crisis: 70% of Hiring Managers Trust AI, Only 8% of Job Seekers Call It Fair",https://www.greenhouse.com/newsroom/an-ai-trust-crisis-70-of-hiring-managers-trust-ai-to-make-faster-and-better-hiring-decisions-only-8-of-job-seekers-call-it-fair,
enterprises-rating-identity-verification,Enterprises rating identity verification unreliable in isolation,30,%,30%,2026 (projected),Candidate Trust,modeled,"Gartner's projection quantifies the detection gap: by 2026 nearly a third of enterprises no longer trust identity verification on its own against AI-generated deepfakes, forcing layered defenses.",Gartner,Gartner Predicts 30% of Enterprises Will Consider Identity Verification Solutions Unreliable in Isolation Due to Deepfakes by 2026,https://www.gartner.com/en/newsroom/press-releases/2024-02-01-gartner-predicts-30-percent-of-enterprises-will-consider-identity-verification-and-authentication-solutions-unreliable-in-isolation-due-to-deepfakes-by-2026,
rise-in-biometric-injection-attacks-in-2,Rise in biometric injection attacks in 2023,200,%,200%,2023,Candidate Trust,reported,"Injection attacks feed a synthetic stream straight into the verifier with no camera, defeating naive liveness checks, which is why presentation-attack detection alone is no longer sufficient.",Gartner,Gartner Predicts 30% of Enterprises Will Consider Identity Verification Solutions Unreliable in Isolation Due to Deepfakes by 2026,https://www.gartner.com/en/newsroom/press-releases/2024-02-01-gartner-predicts-30-percent-of-enterprises-will-consider-identity-verification-and-authentication-solutions-unreliable-in-isolation-due-to-deepfakes-by-2026,
us-job-scam-losses-reported-to-the-ftc-i,US job-scam losses reported to the FTC in 2024,501,$M,$501M,2024,Candidate Trust,verified,"The hardest, most auditable fraud number in the space: regulator-measured job-scam losses more than quintupled from $90M in 2020 as report volume tripled.",FTC,New FTC Data Show a Big Jump in Reported Losses to Fraud in 2024,https://www.ftc.gov/news-events/news/press-releases/2025/03/new-ftc-data-show-big-jump-reported-losses-fraud-125-billion-2024,
fake-linkedin-accounts-removed-at-regist,Fake LinkedIn accounts removed at registration in 2H 2024,80.6,M,80.6M,H2 2024,Candidate Trust,reported,"The synthetic-identity supply sitting upstream of every sourcing tool: LinkedIn caught tens of millions of fakes at the door in a single half-year, up from 70.1M prior.",LinkedIn,LinkedIn Community Report,https://about.linkedin.com/transparency/community-report,
us-companies-infiltrated-in-a-single-dpr,US companies infiltrated in a single DPRK laptop-farm case,300,,300,2025,Candidate Trust,verified,The Christina Marie Chapman case proved the fraud runs at industrial scale from US soil: a laptop farm placed DPRK workers at 300+ companies for $17M in illicit revenue.,DOJ,Arizona Woman Sentenced in $17M IT Worker Fraud Scheme That Illegally Generated Revenue for North Korea,https://www.justice.gov/usao-dc/pr/arizona-woman-sentenced-17m-it-worker-fraud-scheme-illegally-generated-revenue-north,
state-backed-attacks-on-tech-sector-tied,State-backed attacks on tech sector tied to North Korea,47,%,47%,Apr 2025-May 2026,Candidate Trust,reported,"CrowdStrike attributed nearly half of all state-backed activity against the tech sector to North Korea-linked actors, tying the hiring-fraud pipeline directly to the broader cyber-threat picture.",TechCrunch,"North Koreans behind nearly half of US tech industry hacks, says CrowdStrike",https://techcrunch.com/2026/06/10/north-koreans-behind-nearly-half-of-us-tech-industry-hacks-says-crowdstrike,
amazon-job-applications-blocked-as-suspe,Amazon job applications blocked as suspected DPRK-origin,1800,,"1,800",Apr 2024-Dec 2025,Candidate Trust,reported,"The defensive front is now quantified: Amazon blocked over 1,800 suspected North Korean applications, with the attack volume still growing ~27% per quarter (roughly a tripling per year).",The Register,Amazon blocked fake DPRK workers,https://www.theregister.com/2025/12/18/amazon_blocked_fake_dprk_workers,
largest-single-crypto-theft-executed-via,"Largest single crypto theft, executed via a compromised hire",1.46,$B,$1.46B,2026,Candidate Trust,reported,The nightmare endpoint of the hiring-fraud kill chain: the record Bybit heist began by compromising a third-party developer's laptop and credentials.,Fortune,"North Korea IT workers stealing billions; financial firms next target, CrowdStrike",https://fortune.com/2026/05/14/north-korea-it-workers-stealing-billions-financial-firms-next-target-crowdstrike,
organizations-that-experienced-a-deepfak,Organizations that experienced a deepfake incident in prior year,95,%,95%,2026,Candidate Trust,reported,HYPR's report shows even organizations with defenses are getting hit: near-universal deepfake exposure and nearly 40% suffering a GenAI-related breach.,HYPR,HR Interview & Onboarding Fraud Guide,https://www.hypr.com/blog/hr-interview-onboarding-fraud-guide,
employee-onboarding-identity-verificatio,Employee-onboarding identity verification market by 2031,6.01,$B,$6.01B,2031 (projected),Recruiting Tech Market,modeled,"The hiring-specific verification segment is the fast-growing edge of the category, projected to grow at 16.67% CAGR from $2.78B in 2026, faster than the overall IDV market's 11.18%.",Mordor Intelligence,Identity Verification for Employee Onboarding Market,https://www.mordorintelligence.com/industry-reports/identity-verification-for-employee-onboarding-market,
deepfake-vendor-s-fraud-find-rate-in-fla,Deepfake vendor's fraud find rate in flagged interview sessions,30,%,30%,2026,Candidate Trust,reported,"A vendor self-report to treat as suggestive, not authoritative: InCruiter found fraud in 25-30% of already-flagged sessions (not all interviews), which it said was nearly double what human interviewers caught.",SMEStreet,InCruiter Identifies AI Deepfake in Recruitment Process,https://smestreet.in/technology/incruiter-identifies-ai-deepfake-in-recruitment-process-11258759,
cost-per-hire-reduction-from-ai-in-recru,Cost-per-hire reduction from AI in recruiting,30,%,30%,2026,People Analytics,reported,"The average return organizations actually get, alongside about 31% faster hiring, well below the up-to-70% ceiling vendors advertise, though these figures are widely cited but lack a confirmable primary study.",InCruiter,"AI in Recruitment 2026: Trends, Stats, What Works",https://incruiter.com/blog/ai-in-recruitment-2026-trends-stats-what-works/,2026
job-seekers-ghosted-by-employers,Job seekers ghosted by employers,53,%,53%,2026,Candidate Trust,reported,A three-year high in candidate ghosting that rises as high-volume automated outreach degrades the experience and corrupts the pipeline agents were meant to build.,Fortune,Job seekers ghosted by employers hit three-year high,https://fortune.com/2026/03/20/job-seekers-arent-imagining-things-candidates-ghosted-by-employers-hit-three-year-high/,2026
agentic-ai-projects-gartner-expects-to-b,Agentic-AI projects Gartner expects to be canceled by 2027,40,%,40%,2027,Recruiting Tech Market,modeled,"A projection driven by escalating costs, unclear business value, and inadequate risk controls, a warning about deployment discipline rather than a verdict on the technology.",Gartner,Gartner Predicts Over 40% of Agentic AI Projects Will Be Canceled by End of 2027,https://www.gartner.com/en/newsroom/press-releases/2025-06-25-gartner-predicts-over-40-percent-of-agentic-ai-projects-will-be-canceled-by-end-of-2027,2025
eu-member-states-with-pay-transparency-l,EU member states with pay-transparency law in force,4,,4,2026,Recruiting Tech Market,reported,"Only 4 of 27 EU states (Slovakia, Italy, Lithuania, Malta) had complete transposition law on the 7 June 2026 deadline, making compliance a staggered multi-year calendar for cross-border employers.",Trusaic,EU Pay Transparency Directive Member State Transposition Monitor,https://trusaic.com/resources/resources-eu-pay-transparency-directive-member-state-transposition-monitor/,2026
eu-unadjusted-gender-pay-gap,EU unadjusted gender pay gap,11.1,%,11.1%,2024,People Analytics,verified,"The stubborn, near-flat gender pay gap the directive's reporting engine and 5% joint-assessment trigger exist to shrink.",Eurostat,Gender pay gap statistics,https://ec.europa.eu/eurostat/statistics-explained/index.php?title=Gender_pay_gap_statistics,2024
germany-job-postings-with-salary-informa,Germany job postings with salary information,12,%,12%,March 2026,Talent Supply,reported,"The EU's largest economy trails badly on disclosure while the non-EU UK leads at about 56%, showing behavior tracks culture and enforcement more than the letter of the law.",Indeed Hiring Lab,Full salary transparency in Europe is still a distant prospect,https://www.hiringlab.org/uk/blog/2026/05/07/full-salary-transparency-in-europe-is-still-a-distant-prospect/,2026
us-employers-prepared-for-pay-transparen,US employers prepared for pay-transparency compliance,54,%,54%,2025,People Analytics,reported,"Even after years of state pay-transparency laws only about half of US employers felt ready, signaling European employers entering the same multi-quarter readiness lag.",Mercer,Only half of US employers are prepared to meet pay-transparency compliance guidelines,https://www.mercer.com/en-us/about/newsroom/only-half-of-us-employers-are-prepared-to-meet-pay-transparency-compliance-guidelines/,2025
employers-expected-to-disclose-pay-range,Employers expected to disclose pay ranges in postings,94,%,94%,2026,Recruiting Tech Market,modeled,"Mercer's global survey of 1,600-plus respondents projects near-universal range disclosure by end of 2026, a statement of employer intent that runs well ahead of measured behavior.",Mercer,"As pay transparency regulations come into force globally, only half of employers say they are prepared",https://www.mercer.com/about/newsroom/as-pay-transparency-regulations-come-into-force-globally-only-half-of-employers-say-they-are-prepared-according-to-mercer/,2026
hires-actually-affected-by-dropped-degre,Hires actually affected by dropped degree rules,0.14,%,0.14%,2023,Skills & Mobility,verified,"Fewer than 1 in 700 hires (about 97,000 of 77 million) were affected despite widespread degree-drop announcements, exposing the gap between claimed and real skills-based hiring.",The Burning Glass Institute and Harvard Business School,Skills-Based Hiring,https://www.burningglassinstitute.org/research/skills-based-hiring-2024,2024
companies-that-genuinely-followed-throug,Companies that genuinely followed through (leaders),37,%,37%,2024,Skills & Mobility,verified,"The real operating rate of skills-based hiring: 37 percent of announcers followed through while 45 percent changed nothing and 18 percent backslid, versus a 70 to 85 percent announcement rate.",The Burning Glass Institute and Harvard Business School,Skills-Based Hiring,https://www.burningglassinstitute.org/research/skills-based-hiring-2024,2024
employers-claiming-skills-based-hiring,Employers claiming skills-based hiring,85,%,85%,2025,Skills & Mobility,reported,"Self-reported adoption keeps climbing (NACE puts it tighter at 70 percent), but these are announcement rates, not evidence that hires actually changed.",TestGorilla,State of Skills-Based Hiring 2025,https://www.testgorilla.com/skills-based-hiring/state-of-skills-based-hiring-2025/,2025
proctored-assessments-flagged-for-cheati,Proctored assessments flagged for cheating,35,%,35%,2025,Assessment & Interview,reported,"Assessment fraud more than doubled in a single year, reaching 40 percent on entry-level tests and 48 percent in Asia-Pacific, breaking the unproctored take-home as a reliable skill signal.",CodeSignal (PR Newswire),CodeSignal Detection Systems Identify and Stop Record-High Cheating Attempts,https://www.prnewswire.com/news-releases/codesignal-detection-systems-identify-and-stop-record-high-cheating-attempts-as-assessment-fraud-more-than-doubled-in-2025-302696534.html,2025
candidates-who-would-use-ai-if-undetecte,Candidates who would use AI if undetected on assessments,83,%,83%,2025,Assessment & Interview,reported,"The overwhelming majority would use AI assistance if they believed employers could not detect it, meaning any unproctored test measures restraint rather than skill.",HackerRank,Stopping AI Cheating in Remote Tech Assessments,https://www.hackerrank.com/writing/stopping-ai-cheating-remote-tech-assessments-2025-playbook-recruiters,2025
structured-interview-predictive-validity,Structured-interview predictive validity,0.51,,0.51,2016 meta-analysis,Assessment & Interview,reported,"The selection science recruiting mostly ignored in practice: structured interviews predict job performance at about 0.51, far above unstructured, and the gap between knowing that and enforcing it is the entire reason interview intelligence exists as a category.",University of Baltimore,The Validity and Utility of Selection Methods: 100 Years of Research (Schmidt and Oh),https://home.ubalt.edu/tmitch/645/session%204/Schmidt%20&%20Oh%20validity%20and%20util%20100%20yrs%20of%20research%20Wk%20PPR%202016.pdf,
unstructured-interviews-as-the-default-f,Unstructured-interview predictive validity,0.38,,0.38,2025,Assessment & Interview,reported,"Unstructured interviews, still the most common format, predict job performance at a validity of only about 0.38, well below the ~0.51 for structured interviews, which makes structure the strongest lever on interview quality.",Cogn-IQ,Hiring Bias Statistics,https://www.cogn-iq.org/blog/hiring-bias-statistics,
interview-transcription-asr-cost-decline,Interview transcription (ASR) cost decline,92,%,92%,2021-2025,Assessment & Interview,reported,"The base capability of interview intelligence, transcription, is commoditizing: automatic speech recognition costs fell roughly 92% from 2021 to 2025, collapsing the floor under any product whose value stops at notetaking.",Sacra,Otter Company Profile,https://sacra.com/c/otter,
video-interviews-hosted-by-hirevue,Video interviews hosted by HireVue,70,M,70M,2026,Assessment & Interview,reported,"The durable moat in interview intelligence is the proprietary, outcome-linked interview corpus. HireVue reports hosting over 70 million video interviews, the accumulated data asset that made it an acquirer rather than a target.",HireVue,AI in Hiring,https://www.hirevue.com/ai-in-hiring,
interviews-captured-by-metaview,Interviews captured by Metaview,3,M,3M,2025,Assessment & Interview,reported,"The independent's defense against platform consolidation is specificity: Metaview reports capturing over three million interviews as the proprietary, recruiting-specific dataset behind its vertical hiring AI, on a $35M GV-led Series B.",Metaview,Metaview Series B,https://www.metaview.ai/resources/blog/series-b,
